StudentQual,MotherQual,FatherQual,EduSpecNeed,TuitUTD,Scholarship,EnrollAge,UnemploymentRate,InflationRate,GDP,Target,SecondSemCredits
2,4,2,0,1,1,18,13.9,-0.3,0.79,-1,13.74285714
2,4,0,0,1,0,18,7.6,2.6,0.32,1,13
2,3,2,0,1,0,19,8.9,1.4,3.51,1,14.6
2,3,2,0,1,0,19,13.9,-0.3,0.79,-1,
2,4,0,0,1,0,20,7.6,2.6,0.32,1,11.71428571
2,3,1,0,0,1,19,12.4,0.5,1.79,-1,12.5
2,4,2,0,1,0,20,7.6,2.6,0.32,1,11.5
2,3,3,0,1,1,18,8.9,1.4,3.51,1,14.83333333
2,4,3,0,1,1,20,11.1,0.6,2.02,0,12.89285714
2,4,3,0,1,0,18,13.9,-0.3,0.79,1,17.5875
2,4,0,0,1,0,19,7.6,2.6,0.32,1,12.66666667
2,4,3,0,1,1,19,12.4,0.5,1.79,1,12
2,5,3,0,0,0,22,8.9,1.4,3.51,0,
2,3,2,0,1,1,19,12.4,0.5,1.79,1,11.5
2,4,2,0,1,1,19,15.5,2.8,-4.06,1,12.33125
2,4,1,0,1,1,19,9.4,-0.8,-3.12,1,1.8
2,2,2,0,1,0,19,7.6,2.6,0.32,-1,
2,3,0,0,1,0,20,7.6,2.6,0.32,-1,11.66666667
2,5,2,0,1,0,18,13.9,-0.3,0.79,1,14.16666667
2,3,2,0,1,1,20,11.1,0.6,2.02,1,14.17857143
2,5,0,0,1,0,18,9.4,-0.8,-3.12,0,
2,3,1,0,1,0,19,7.6,2.6,0.32,1,13.4
2,4,1,0,1,0,18,9.4,-0.8,-3.12,0,1.83333333
2,4,0,0,1,0,18,7.6,2.6,0.32,1,11.8
2,5,0,0,1,0,21,9.4,-0.8,-3.12,-1,1
2,4,0,0,1,0,19,7.6,2.6,0.32,-1,11.5
2,4,1,0,1,1,18,12.4,0.5,1.79,1,11.8
2,3,0,0,1,1,18,12.7,3.7,-1.7,1,11.85714286
2,4,3,0,1,0,20,9.4,-0.8,-3.12,1,11.83333333
2,3,2,0,1,1,24,11.1,0.6,2.02,1,12.6
2,4,3,0,1,0,19,10.8,1.4,1.74,-1,13
2,4,0,0,1,1,18,15.5,2.8,-4.06,1,12.76111111
2,4,2,0,1,0,18,15.5,2.8,-4.06,1,15.355
2,2,2,0,1,0,21,10.8,1.4,1.74,-1,11
2,3,2,0,1,0,19,7.6,2.6,0.32,1,14.2
2,4,0,0,1,1,19,15.5,2.8,-4.06,1,13
2,3,0,0,1,0,47,8.9,1.4,3.51,0,
2,4,2,0,1,0,19,13.9,-0.3,0.79,1,11
4,5,5,0,1,0,29,12.7,3.7,-1.7,1,14.25714286
2,4,2,0,1,0,21,16.2,0.3,-0.92,-1,11.33333333
2,4,2,0,1,0,28,12.7,3.7,-1.7,0,1.5
2,4,0,0,1,0,20,15.5,2.8,-4.06,1,13.5625
2,5,1,0,1,0,19,7.6,2.6,0.32,1,11.68333333
2,4,5,0,1,0,26,9.4,-0.8,-3.12,1,12
2,4,0,0,0,0,20,11.1,0.6,2.02,-1,13.16666667
2,4,0,0,1,1,18,7.6,2.6,0.32,0,13.5
2,4,2,0,1,0,27,7.6,2.6,0.32,1,12
2,2,NA,0,1,0,20,7.6,2.6,0.32,-1,11.95
2,4,2,0,1,0,18,9.4,-0.8,-3.12,-1,1.4
4,3,3,0,1,0,33,16.2,0.3,-0.92,-1,14.58333333
2,5,3,0,1,0,35,12.4,0.5,1.79,1,12.78947368
3,4,2,0,1,1,26,9.4,-0.8,-3.12,0,13.16666667
1,4,2,0,0,0,27,11.1,0.6,2.02,-1,
2,3,0,0,0,0,19,15.5,2.8,-4.06,-1,
2,3,2,0,1,0,20,11.1,0.6,2.02,-1,
2,5,5,0,0,0,20,10.8,1.4,1.74,-1,1.57142857
2,3,0,0,0,0,21,9.4,-0.8,-3.12,0,1
2,4,3,0,1,1,18,7.6,2.6,0.32,1,13.5
2,3,2,0,1,0,24,8.9,1.4,3.51,-1,
2,3,5,0,1,0,20,16.2,0.3,-0.92,1,12
2,4,1,0,1,1,21,13.9,-0.3,0.79,1,12.5
2,3,0,0,1,0,23,9.4,-0.8,-3.12,0,1
2,2,5,0,1,0,24,7.6,2.6,0.32,-1,
2,3,3,0,1,0,21,12.4,0.5,1.79,-1,
2,4,1,0,1,0,18,12.7,3.7,-1.7,1,12.24285714
3,4,3,0,1,0,27,8.9,1.4,3.51,-1,
2,4,0,0,1,0,18,9.4,-0.8,-3.12,1,12.93375
4,5,5,0,1,0,35,13.9,-0.3,0.79,-1,
2,4,2,0,1,0,18,11.1,0.6,2.02,1,14.42857143
2,3,5,0,1,0,35,11.1,0.6,2.02,0,11.33333333
2,3,3,0,1,0,19,10.8,1.4,1.74,1,14.33333333
2,4,2,0,1,0,20,7.6,2.6,0.32,1,11.33333333
2,4,2,0,1,0,18,10.8,1.4,1.74,1,12.32428571
3,4,1,0,1,0,21,13.9,-0.3,0.79,1,11.71428571
2,4,0,0,1,1,18,16.2,0.3,-0.92,1,11.25
2,2,NA,0,1,0,18,7.6,2.6,0.32,1,1.75
2,4,1,0,1,0,18,12.7,3.7,-1.7,1,12.91428571
2,5,2,0,1,1,18,16.2,0.3,-0.92,1,14.16666667
2,4,3,0,1,0,19,13.9,-0.3,0.79,1,13.4
1,5,2,0,1,1,36,16.2,0.3,-0.92,-1,12.8
2,4,3,0,1,1,18,12.7,3.7,-1.7,1,12.64285714
2,4,0,0,1,1,18,7.6,2.6,0.32,1,12.91666667
2,3,5,0,1,1,20,13.9,-0.3,0.79,1,15.85714286
2,4,0,0,1,1,26,16.2,0.3,-0.92,-1,
2,3,3,0,1,0,21,7.6,2.6,0.32,1,12
3,3,3,0,1,0,25,15.5,2.8,-4.06,0,13.3125
2,4,5,0,1,1,19,12.4,0.5,1.79,1,11.6
2,4,0,0,1,0,24,9.4,-0.8,-3.12,-1,
2,3,2,0,1,1,27,8.9,1.4,3.51,-1,
2,4,0,0,1,0,21,7.6,2.6,0.32,-1,13.5
2,4,1,0,1,1,18,9.4,-0.8,-3.12,1,12.33333333
2,4,0,1,1,1,19,10.8,1.4,1.74,1,14.5
2,3,3,0,1,0,18,9.4,-0.8,-3.12,-1,12.5
2,4,3,0,1,1,19,11.1,0.6,2.02,1,12.19285714
2,3,1,0,1,1,19,16.2,0.3,-0.92,1,14.9125
5,0,7,0,1,0,33,11.1,0.6,2.02,1,15.8
4,3,6,0,1,0,45,12.4,0.5,1.79,1,13.8
2,3,3,0,1,1,20,11.1,0.6,2.02,1,12.85714286
2,2,NA,0,1,0,28,7.6,2.6,0.32,-1,
2,3,3,0,1,1,19,12.7,3.7,-1.7,1,11.57142857
2,3,0,0,1,0,18,12.7,3.7,-1.7,1,12.66666667
4,4,2,0,1,0,38,15.5,2.8,-4.06,-1,
2,3,5,0,1,0,19,9.4,-0.8,-3.12,1,13.2
2,3,0,0,1,1,21,15.5,2.8,-4.06,1,12
2,4,3,0,1,0,21,16.2,0.3,-0.92,-1,15
2,4,0,0,1,1,22,10.8,1.4,1.74,1,13
2,4,2,0,1,1,18,9.4,-0.8,-3.12,1,13.16666667
2,4,0,1,1,1,18,15.5,2.8,-4.06,1,11.57142857
2,4,3,0,0,0,25,9.4,-0.8,-3.12,-1,14.25
1,4,2,0,0,0,24,16.2,0.3,-0.92,-1,1.33333333
2,5,3,0,1,0,19,12.4,0.5,1.79,0,11.4625
2,5,5,0,1,0,24,12.4,0.5,1.79,0,13.55555556
2,4,2,0,1,1,20,12.4,0.5,1.79,1,13.6
2,4,3,0,0,0,25,10.8,1.4,1.74,-1,
2,4,2,0,1,1,20,8.9,1.4,3.51,1,12.36363636
4,4,1,0,1,0,23,9.4,-0.8,-3.12,1,13.22
2,4,0,0,1,1,19,10.8,1.4,1.74,1,13.15142857
3,4,0,0,0,0,29,13.9,-0.3,0.79,-1,11.33333333
2,4,0,0,1,0,21,11.1,0.6,2.02,1,12.25
2,4,3,0,1,1,18,11.1,0.6,2.02,1,14.14285714
2,4,1,0,1,0,19,9.4,-0.8,-3.12,0,12.4
2,4,0,0,1,1,18,8.9,1.4,3.51,-1,12.83333333
2,2,2,0,1,0,19,7.6,2.6,0.32,1,13
2,4,0,0,1,0,18,9.4,-0.8,-3.12,0,
2,3,3,0,1,0,18,8.9,1.4,3.51,1,1.8
1,4,0,0,0,1,37,8.9,1.4,3.51,-1,
3,4,0,0,1,0,29,16.2,0.3,-0.92,1,12.33333333
2,4,0,0,1,0,18,7.6,2.6,0.32,0,12.5
2,3,3,0,1,1,19,12.4,0.5,1.79,1,12.66666667
2,3,3,0,0,0,22,16.2,0.3,-0.92,-1,13
2,4,1,0,1,1,20,15.5,2.8,-4.06,1,1.6
2,4,0,0,1,0,34,12.7,3.7,-1.7,-1,
2,4,1,0,0,0,30,7.6,2.6,0.32,-1,12.16666667
2,3,3,0,1,0,18,10.8,1.4,1.74,1,14
2,4,2,0,1,0,18,12.4,0.5,1.79,1,12
2,5,3,0,1,0,18,9.4,-0.8,-3.12,1,11.66666667
2,6,3,0,1,0,18,12.7,3.7,-1.7,1,14.82857143
2,4,1,0,1,1,19,12.7,3.7,-1.7,1,12.8
2,4,0,0,1,1,19,10.8,1.4,1.74,1,12.5
2,3,3,0,1,1,18,12.7,3.7,-1.7,1,13.67142857
3,4,1,0,1,1,21,13.9,-0.3,0.79,1,12.8
2,3,2,0,0,0,20,7.6,2.6,0.32,-1,13
2,2,2,0,1,0,20,13.9,-0.3,0.79,1,12.33333333
2,7,3,0,1,0,19,11.1,0.6,2.02,1,13.55
2,3,1,0,1,0,20,16.2,0.3,-0.92,1,15.42857143
2,2,3,0,1,0,18,13.9,-0.3,0.79,1,15.3875
2,4,1,0,1,0,20,12.7,3.7,-1.7,-1,1.66666667
4,7,6,0,0,0,29,7.6,2.6,0.32,-1,13.2
2,4,2,0,1,1,18,12.4,0.5,1.79,0,13.775
2,4,2,0,1,1,20,15.5,2.8,-4.06,1,13.81285714
2,4,0,0,1,1,22,16.2,0.3,-0.92,1,11.4
2,NA,2,0,1,1,47,16.2,0.3,-0.92,1,14.16666667
2,4,0,0,1,0,31,8.9,1.4,3.51,1,13.8
2,4,0,0,1,1,21,16.2,0.3,-0.92,1,12.83333333
2,4,1,0,1,0,21,7.6,2.6,0.32,1,11.85714286
1,3,3,0,1,0,24,7.6,2.6,0.32,1,13.83333333
2,6,0,0,1,0,18,15.5,2.8,-4.06,0,12.33333333
1,2,3,0,1,0,32,7.6,2.6,0.32,1,11.5
2,5,3,0,1,1,19,10.8,1.4,1.74,1,11.5
2,5,5,0,1,0,24,9.4,-0.8,-3.12,1,13.385
2,4,2,0,1,0,19,15.5,2.8,-4.06,1,14.5
3,4,0,0,1,1,19,13.9,-0.3,0.79,1,13.83333333
3,4,0,0,1,0,24,12.4,0.5,1.79,0,13
2,4,2,0,1,1,18,8.9,1.4,3.51,1,11.66666667
2,4,0,0,1,1,19,8.9,1.4,3.51,-1,11.33333333
2,5,1,0,1,1,19,10.8,1.4,1.74,1,14.72571429
2,4,1,0,1,1,18,12.4,0.5,1.79,1,13.66666667
2,3,3,0,1,0,18,12.4,0.5,1.79,1,12.33333333
2,3,3,0,1,0,20,12.4,0.5,1.79,1,13.1375
2,4,1,0,1,0,18,9.4,-0.8,-3.12,1,12.86
2,4,1,0,1,0,18,11.1,0.6,2.02,1,13.71428571
2,4,0,0,1,1,21,10.8,1.4,1.74,1,12.2
2,4,2,0,1,1,18,15.5,2.8,-4.06,1,16.16888889
2,4,2,0,0,0,18,9.4,-0.8,-3.12,-1,1.25
2,3,1,0,1,0,19,9.4,-0.8,-3.12,-1,
2,3,2,0,1,0,19,10.8,1.4,1.74,0,11
2,3,2,0,1,0,18,11.1,0.6,2.02,1,14.6
4,5,3,0,1,0,34,12.7,3.7,-1.7,-1,
2,1,1,0,1,0,19,7.6,2.6,0.32,1,13.2
3,4,0,0,0,0,19,12.4,0.5,1.79,-1,11
2,5,2,0,1,0,26,11.1,0.6,2.02,1,15.14285714
2,2,NA,0,1,0,21,7.6,2.6,0.32,-1,11.33333333
2,4,2,0,1,1,18,11.1,0.6,2.02,1,11.8
2,4,1,0,1,1,20,9.4,-0.8,-3.12,1,13.66666667
2,3,3,0,1,0,25,11.1,0.6,2.02,-1,
2,3,1,0,1,0,18,11.1,0.6,2.02,1,16.4
2,4,2,0,1,1,18,16.2,0.3,-0.92,1,14.88181818
2,0,2,0,1,0,19,11.1,0.6,2.02,1,14.35555556
2,4,1,0,1,1,18,12.4,0.5,1.79,1,11.85714286
2,4,1,0,1,0,20,15.5,2.8,-4.06,0,13.8333333
3,4,2,0,0,0,26,8.9,1.4,3.51,-1,
2,4,0,0,1,1,19,10.8,1.4,1.74,1,13.5857143
2,3,3,0,1,0,19,16.2,0.3,-0.92,1,14.5555556
2,4,0,0,1,0,19,7.6,2.6,0.32,1,12
2,3,2,0,1,0,19,7.6,2.6,0.32,0,13
2,4,2,0,1,0,18,16.2,0.3,-0.92,1,11.66666667
NA,3,0,0,1,0,19,7.6,2.6,0.32,1,13.33333333
2,3,3,0,1,0,18,13.9,-0.3,0.79,1,11
2,5,2,0,1,0,18,9.4,-0.8,-3.12,0,11.4
2,4,1,0,1,0,18,9.4,-0.8,-3.12,0,11.6
2,3,1,0,1,0,18,11.1,0.6,2.02,0,12.66666667
3,4,0,0,1,0,26,16.2,0.3,-0.92,-1,
2,4,1,0,1,0,20,12.4,0.5,1.79,1,13
2,4,1,0,1,0,19,12.7,3.7,-1.7,1,11.66666667
2,2,0,0,1,1,18,9.4,-0.8,-3.12,1,13.66666667
3,4,0,0,1,0,19,13.9,-0.3,0.79,1,14.66666667
3,0,5,0,1,0,40,12.4,0.5,1.79,1,14.57142857
2,4,1,0,1,1,18,9.4,-0.8,-3.12,1,13.39125
2,5,3,0,1,0,19,13.9,-0.3,0.79,1,12.42857143
2,5,2,0,1,0,18,7.6,2.6,0.32,1,12.5
2,3,5,0,1,0,19,9.4,-0.8,-3.12,0,12
2,5,5,0,1,0,18,15.5,2.8,-4.06,-1,
2,4,0,0,1,0,33,12.4,0.5,1.79,1,12.85714286
4,5,5,0,1,0,35,16.2,0.3,-0.92,1,13.1
2,4,1,0,1,0,26,9.4,-0.8,-3.12,0,12
2,4,2,0,1,0,18,9.4,-0.8,-3.12,1,12.5
2,4,0,0,1,0,36,15.5,2.8,-4.06,0,12.3769231
2,4,0,0,1,0,39,10.8,1.4,1.74,1,11.66666667
2,4,0,0,1,0,44,12.7,3.7,-1.7,1,13.83333333
2,5,3,0,1,0,20,9.4,-0.8,-3.12,0,11.25
2,4,2,0,1,0,24,12.7,3.7,-1.7,-1,11.5
2,4,2,0,1,1,20,12.4,0.5,1.79,1,13.33333333
2,3,3,0,0,0,19,9.4,-0.8,-3.12,-1,
2,4,1,0,1,1,18,7.6,2.6,0.32,1,14.2
2,4,2,0,0,0,22,10.8,1.4,1.74,-1,
2,4,3,0,1,0,18,11.1,0.6,2.02,1,16.42857143
1,4,0,0,1,0,24,13.9,-0.3,0.79,1,13.44285714
2,4,0,0,1,0,33,12.7,3.7,-1.7,-1,
2,4,0,0,1,1,30,11.1,0.6,2.02,0,
5,5,4,0,1,0,26,8.9,1.4,3.51,-1,
2,4,1,0,1,0,18,10.8,1.4,1.74,1,11.83333333
2,4,1,0,1,0,19,10.8,1.4,1.74,-1,1
2,4,1,0,1,0,20,16.2,0.3,-0.92,0,11
3,4,0,0,1,1,22,8.9,1.4,3.51,1,13.71428571
2,3,3,0,1,0,19,7.6,2.6,0.32,0,13.98
2,4,1,0,1,1,21,15.5,2.8,-4.06,1,15.75
2,4,1,0,1,1,21,7.6,2.6,0.32,1,14.3333333
2,4,0,0,1,0,19,7.6,2.6,0.32,0,11.2
2,4,0,0,1,1,19,8.9,1.4,3.51,1,13.66666667
2,4,2,0,1,0,18,12.7,3.7,-1.7,-1,13.41428571
2,4,4,0,1,0,50,16.2,0.3,-0.92,1,13.57142857
2,4,2,0,1,1,31,13.9,-0.3,0.79,0,1.83333333
2,3,2,0,1,1,19,15.5,2.8,-4.06,1,14.42857143
2,3,0,0,1,0,35,13.9,-0.3,0.79,1,12.85714286
1,4,1,0,1,0,31,12.7,3.7,-1.7,-1,
1,4,0,0,1,0,42,11.1,0.6,2.02,0,12.8
2,4,0,0,0,0,34,9.4,-0.8,-3.12,-1,
2,3,3,0,1,1,18,12.4,0.5,1.79,1,15.2875
2,5,5,0,0,1,18,8.9,1.4,3.51,0,13.33333333
3,4,1,0,1,0,21,16.2,0.3,-0.92,0,13.5
1,4,2,0,1,1,26,16.2,0.3,-0.92,-1,1.97857143
2,4,0,0,1,0,20,13.9,-0.3,0.79,0,13.75
2,4,1,0,1,0,19,7.6,2.6,0.32,0,1.33333333
2,4,2,0,1,1,19,15.5,2.8,-4.06,1,13.16666667
3,5,6,0,1,0,20,8.9,1.4,3.51,1,11.11111111
2,2,NA,0,1,0,19,7.6,2.6,0.32,1,11.16666667
2,4,0,0,1,0,18,7.6,2.6,0.32,1,12.33333333
4,4,0,0,1,0,28,10.8,1.4,1.74,1,12
2,3,2,0,1,0,22,15.5,2.8,-4.06,0,12.4
3,4,0,0,1,1,21,13.9,-0.3,0.79,1,14.16666667
3,6,1,0,1,0,21,12.4,0.5,1.79,0,11
2,3,2,1,1,0,26,16.2,0.3,-0.92,0,12.14
2,1,0,0,0,0,18,7.6,2.6,0.32,-1,11.4
2,3,3,0,0,0,20,7.6,2.6,0.32,-1,12.33333333
2,3,2,0,1,0,18,11.1,0.6,2.02,1,14
2,3,3,0,1,1,19,10.8,1.4,1.74,1,12.86
2,5,2,0,1,0,20,12.4,0.5,1.79,1,12
3,4,0,0,1,1,22,13.9,-0.3,0.79,1,12
2,4,2,0,1,0,18,10.8,1.4,1.74,-1,13.71428571
2,4,0,0,1,0,19,16.2,0.3,-0.92,-1,
2,3,5,0,1,1,18,8.9,1.4,3.51,0,11.2
2,4,0,0,1,0,20,10.8,1.4,1.74,0,1.33333333
2,4,0,1,1,0,19,7.6,2.6,0.32,0,11
2,4,1,0,1,0,19,12.4,0.5,1.79,0,12.75
2,4,0,0,1,0,19,10.8,1.4,1.74,1,14.73142857
2,3,2,0,1,0,18,12.7,3.7,-1.7,1,
3,3,2,0,1,0,21,13.9,-0.3,0.79,1,14.25
3,3,2,0,1,0,27,8.9,1.4,3.51,1,14.8
2,3,2,0,1,0,19,15.5,2.8,-4.06,1,14.57142857
2,2,NA,0,1,0,25,7.6,2.6,0.32,-1,
2,4,2,0,1,1,18,10.8,1.4,1.74,1,14.65428571
4,4,3,0,1,0,24,10.8,1.4,1.74,1,12.4142857
2,3,3,0,1,0,20,13.9,-0.3,0.79,1,14.7142857
3,4,0,0,1,0,26,12.4,0.5,1.79,1,15.6
2,3,1,0,1,1,20,8.9,1.4,3.51,1,11.83333333
2,4,0,0,1,0,18,7.6,2.6,0.32,1,15.4
2,3,3,0,1,0,19,15.5,2.8,-4.06,1,12.375
2,4,2,0,1,0,23,12.7,3.7,-1.7,-1,11
2,4,0,0,1,1,18,7.6,2.6,0.32,1,11.6
2,3,2,0,1,0,18,12.7,3.7,-1.7,-1,
2,5,3,0,1,1,19,11.1,0.6,2.02,1,13.9444444
